"1","2","3","4","5","6"
0.0239333214895671,0.513746071007303,0.0508623375557093,0.310485634774703,0.0770503387802391,0.0239222963924788
0.0150113207174056,0.493427737848544,0.0450550543509409,0.337429626717741,0.0790642818465194,0.0300119785188488
0.031991280073596,0.479997043939001,0.0270667070432999,0.349584542916412,0.0850890724770844,0.0262713535506065
0.0199101194507736,0.563933085533094,0.032368201979171,0.290909876048507,0.0758397439664724,0.0170389730219816
0.0175943860693074,0.518629243409169,0.0358647053657166,0.316285528797374,0.0921748461171149,0.0194512902413182
0.0154726802405378,0.543978345494811,0.0401057500437039,0.29242869845715,0.0853227629746733,0.0226917627891247
0.0231893674526908,0.509942955512048,0.0611446095129396,0.292964209462056,0.0925013598059695,0.0202574982542963
0.0201271694363972,0.477037012964107,0.0363962761870025,0.358801152950662,0.0849109013941235,0.0227274870677083
0.0169783452806445,0.541092567382494,0.0292877090914029,0.29251749219648,0.107919628266543,0.0122042577824353
0.0158198966970255,0.5167259615905,0.0601053869324377,0.299716658509255,0.0857774366372454,0.0218546596335368
0.011947179771322,0.508824508893669,0.0699395590199708,0.31222546109856,0.0696805465129394,0.0273827447035393
0.02201026025514,0.466351066526763,0.0344080906742343,0.366769173371924,0.0932504076004036,0.0172110015715358
0.0235880111029111,0.522643775737498,0.0556569612339398,0.294692053658694,0.0775306384039672,0.0258885598629896
0.0294586271647068,0.430492729191731,0.0673153308355232,0.39338786116238,0.0525349393691032,0.0268105122765557
0.0202821432510094,0.473990537693356,0.0520916760200157,0.341265490954064,0.0851454318945037,0.0272247201870508
0.0145884705093409,0.505400806984207,0.0372825073547566,0.337913831231996,0.061454251949675,0.0433601319700252
0.0253732992218144,0.594091372897754,0.0380698361923681,0.222023135868024,0.102936059156707,0.0175062966633325
0.0205569745821589,0.524970826287558,0.0432178156053286,0.287893481859536,0.0990656117527697,0.0242952899126494
0.0271291427571364,0.528923966001283,0.0175519977460033,0.321877005987878,0.0787172226245273,0.0258006648831711
0.0165018247628429,0.519161328845062,0.0339393857731831,0.298963720867176,0.101276801342904,0.0301569384088313
0.0204360508263938,0.51880685779213,0.046415349659739,0.28008854342452,0.104859006384837,0.0293941919123811
0.0215828557567416,0.510930827201342,0.0254528734127894,0.332035485842037,0.0970180717698785,0.0129798860172119
0.0164762720179197,0.480924118333161,0.0637192968976695,0.322970629369328,0.0961241472947848,0.0197855360871368
0.0345185419800693,0.48912371770796,0.0901663955501819,0.296882767254586,0.0694533067212231,0.0198552707859798
0.0225636939957013,0.545571520299236,0.0444072859882308,0.267599677745296,0.0977501517254421,0.022107670246094
0.0206483809245686,0.492694360174909,0.05862535623159,0.321357657410754,0.0810445038927563,0.0256297413654224
0.0268718444040536,0.557581188493566,0.0251602048482599,0.299090239792723,0.0682852745831888,0.0230112478782089
0.0211281588039097,0.544743828012719,0.0563111856315259,0.276893165238136,0.0865749273908507,0.0143487349228588
0.00430453032707444,0.509301914057636,0.0230653782678611,0.344157344345653,0.104085184607069,0.0150856483947061
0.0153600627417528,0.520941278993502,0.0312144755642708,0.339450691733559,0.0711344263473409,0.0218990646195743
0.0171858577902622,0.541792587555463,0.0359628572059396,0.294108717087834,0.0851392911560983,0.025810689204403
0.029058041622996,0.510219381100057,0.0604602729507748,0.254082824635929,0.125843547715802,0.0203359319744416
0.0252936529490781,0.54341536181142,0.0462680684802346,0.284714406887316,0.0864075596978243,0.0139009501741273
0.0201804661331438,0.486685011493842,0.0308631768863922,0.370751012341029,0.0788017951138546,0.0127185380317393
0.0172297249450855,0.553206569393352,0.0575152300905124,0.275820550636928,0.0790487759190589,0.0171791490150632
0.0182289208871144,0.492842601968469,0.0535905520748959,0.305122870174761,0.10565775842349,0.0245572964712693
0.0229424191682602,0.50951367168631,0.0501263255604322,0.306071953227238,0.0953499571274982,0.0159956732302616
0.0234005656329413,0.462427416511941,0.0452325622084774,0.363504016877712,0.0834752161799552,0.0219602225889736
0.0064448701689092,0.498898681804321,0.033703638230986,0.346189021334265,0.0826271514644791,0.0321366369970392
0.011987235107126,0.546997834822211,0.0276542546150708,0.29189150387279,0.0998854397150152,0.0215837318677866
0.0228851332528872,0.53108866884617,0.0424956462104435,0.281054528980424,0.0957127396775334,0.0267632830325424
0.0260445001495899,0.515571424281729,0.0614583246277872,0.28389520968526,0.0857682759701347,0.0272622652854994
0.0271485298270781,0.554289487757403,0.0432743866195825,0.270142863737304,0.0906837243356621,0.0144610077229706
0.0164879743370203,0.463946389757585,0.087888387752229,0.312996095759112,0.0994977172480574,0.0191834351459961
0.0272203317681169,0.545308116135901,0.0439519931072744,0.283380805880628,0.0860231859380359,0.0141155671700432
0.015023257495095,0.467907637007642,0.0191808223950436,0.334936489021083,0.144319494543802,0.0186322995373352
0.0216547437582242,0.477884644788985,0.0521855078266508,0.362908616594854,0.0582646155859555,0.02710187144533
0.0142740119150185,0.543648387272443,0.0499692458210082,0.293585028975226,0.0824480146622285,0.0160753113540759
0.0119637932054892,0.55016674984484,0.0408640224406199,0.267608263498365,0.117347074330381,0.0120500966803045
0.0169420332330432,0.54651337704998,0.0415521187246457,0.285156332528637,0.0954747342444944,0.0143614042192004
